Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
WindDir_SD1_WVT,2024-10-26 00:00:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:05:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:15:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:25:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:30:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:35:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:40:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:45:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:50:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 00:55:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:00:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:25:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:30:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:35:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:40:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:45:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:50:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 01:55:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:25:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:30:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:35:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:40:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:45:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:50:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 02:55:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:25:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:30:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:35:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:40:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:45:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:50:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 03:55:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:15:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:20:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:25:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:30:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:35:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:40:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:45:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:50:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 04:55:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:25:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:30:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:35:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:40:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:45:00,0.02,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:50:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 05:55:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:25:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:30:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:35:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:40:00,0.014,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:45:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:50:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 06:55:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:00:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:05:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:10:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:15:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:20:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:25:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:30:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:35:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:40:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:45:00,0.0,Deg,Deg
WindDir_SD1_WVT,2024-10-26 07:50:00,0.014,Deg,Deg
